"2024-09-28 20:29:50 -0700","HKQuantityTypeIdentifierHeartRate","count/min","96"
"2024-09-28 20:31:03 -0700","HKQuantityTypeIdentifierHeartRate","count/min","96.9772"
"2024-09-28 20:30:52 -0700","HKQuantityTypeIdentifierHeartRate","count/min","94"
"2024-09-28 20:35:40 -0700","HKQuantityTypeIdentifierHeartRate","count/min","94"
"2024-09-28 20:44:37 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-09-28 20:48:26 -0700","HKQuantityTypeIdentifierHeartRate","count/min","99"
"2024-09-28 20:53:33 -0700","HKQuantityTypeIdentifierHeartRate","count/min","99"
"2024-09-28 20:55:19 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-09-28 21:02:15 -0700","HKQuantityTypeIdentifierHeartRate","count/min","93"
"2024-09-28 21:08:44 -0700","HKQuantityTypeIdentifierHeartRate","count/min","92"
"2024-09-28 21:14:23 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-09-28 21:21:30 -0700","HKQuantityTypeIdentifierHeartRate","count/min","133"
"2024-09-28 21:18:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-09-28 21:24:28 -0700","HKQuantityTypeIdentifierHeartRate","count/min","107"
"2024-09-28 21:24:31 -0700","HKQuantityTypeIdentifierHeartRate","count/min","107"
"2024-09-28 21:24:36 -0700","HKQuantityTypeIdentifierHeartRate","count/min","111"
"2024-09-28 21:24:43 -0700","HKQuantityTypeIdentifierHeartRate","count/min","111"
"2024-09-28 21:24:50 -0700","HKQuantityTypeIdentifierHeartRate","count/min","129"
"2024-09-28 21:24:55 -0700","HKQuantityTypeIdentifierHeartRate","count/min","139"
"2024-09-28 21:24:56 -0700","HKQuantityTypeIdentifierHeartRate","count/min","139"
"2024-09-29 09:40:42 -0700","HKQuantityTypeIdentifierHeartRate","count/min","96"
"2024-09-29 09:48:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","94"
"2024-09-29 09:54:35 -0700","HKQuantityTypeIdentifierHeartRate","count/min","90"
"2024-09-29 09:55:40 -0700","HKQuantityTypeIdentifierHeartRate","count/min","90"
"2024-09-29 10:00:36 -0700","HKQuantityTypeIdentifierHeartRate","count/min","91"
"2024-09-29 10:06:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","90"
"2024-09-29 10:14:40 -0700","HKQuantityTypeIdentifierHeartRate","count/min","94"
"2024-09-29 10:19:23 -0700","HKQuantityTypeIdentifierHeartRate","count/min","96"
"2024-09-29 10:21:05 -0700","HKQuantityTypeIdentifierHeartRate","count/min","94"
"2024-09-29 10:25:32 -0700","HKQuantityTypeIdentifierHeartRate","count/min","93"
"2024-09-29 10:31:10 -0700","HKQuantityTypeIdentifierHeartRate","count/min","97"
"2024-09-29 10:38:43 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-09-29 10:39:34 -0700","HKQuantityTypeIdentifierHeartRate","count/min","86"
"2024-09-30 04:24:58 -0700","HKQuantityTypeIdentifierHeartRate","count/min","90"
"2024-09-30 04:22:33 -0700","HKQuantityTypeIdentifierHeartRate","count/min","89"
"2024-09-30 04:26:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","78.0998"
"2024-09-30 04:25:47 -0700","HKQuantityTypeIdentifierHeartRate","count/min","85"
"2024-09-30 04:34:44 -0700","HKQuantityTypeIdentifierHeartRate","count/min","72"
"2024-09-30 04:36:48 -0700","HKQuantityTypeIdentifierHeartRate","count/min","94"
"2024-09-30 04:40:04 -0700","HKQuantityTypeIdentifierHeartRate","count/min","100"
"2024-09-30 04:40:49 -0700","HKQuantityTypeIdentifierHeartRate","count/min","99"
"2024-09-30 04:40:57 -0700","HKQuantityTypeIdentifierHeartRate","count/min","100"
"2024-09-30 04:41:07 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-09-30 04:41:10 -0700","HKQuantityTypeIdentifierHeartRate","count/min","104"
"2024-09-30 04:41:37 -0700","HKQuantityTypeIdentifierHeartRate","count/min","105"
"2024-09-30 04:41:43 -0700","HKQuantityTypeIdentifierHeartRate","count/min","106"
"2024-09-30 04:41:48 -0700","HKQuantityTypeIdentifierHeartRate","count/min","111"
"2024-09-30 04:42:04 -0700","HKQuantityTypeIdentifierHeartRate","count/min","106"
"2024-09-30 04:42:29 -0700","HKQuantityTypeIdentifierHeartRate","count/min","113"
"2024-09-30 04:42:34 -0700","HKQuantityTypeIdentifierHeartRate","count/min","109"
"2024-09-30 04:42:35 -0700","HKQuantityTypeIdentifierHeartRate","count/min","107"
"2024-09-30 04:42:40 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-09-30 04:42:47 -0700","HKQuantityTypeIdentifierHeartRate","count/min","95"
"2024-09-30 04:42:50 -0700","HKQuantityTypeIdentifierHeartRate","count/min","95"
"2024-09-30 04:42:56 -0700","HKQuantityTypeIdentifierHeartRate","count/min","96"
"2024-09-30 04:43:00 -0700","HKQuantityTypeIdentifierHeartRate","count/min","98"
"2024-09-30 04:43:06 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-09-30 04:43:14 -0700","HKQuantityTypeIdentifierHeartRate","count/min","105"
"2024-09-30 04:43:15 -0700","HKQuantityTypeIdentifierHeartRate","count/min","105"
"2024-09-30 04:45:07 -0700","HKQuantityTypeIdentifierHeartRate","count/min","107"
"2024-09-30 04:45:12 -0700","HKQuantityTypeIdentifierHeartRate","count/min","115"
"2024-09-30 04:45:17 -0700","HKQuantityTypeIdentifierHeartRate","count/min","119"
"2024-09-30 04:45:18 -0700","HKQuantityTypeIdentifierHeartRate","count/min","119"
"2024-09-30 04:45:28 -0700","HKQuantityTypeIdentifierHeartRate","count/min","116"
"2024-09-30 04:45:35 -0700","HKQuantityTypeIdentifierHeartRate","count/min","118"
"2024-09-30 04:45:38 -0700","HKQuantityTypeIdentifierHeartRate","count/min","119"
"2024-09-30 04:45:46 -0700","HKQuantityTypeIdentifierHeartRate","count/min","121"
"2024-09-30 04:45:48 -0700","HKQuantityTypeIdentifierHeartRate","count/min","120"
"2024-09-30 04:45:57 -0700","HKQuantityTypeIdentifierHeartRate","count/min","123"
"2024-09-30 04:45:59 -0700","HKQuantityTypeIdentifierHeartRate","count/min","123"
"2024-09-30 04:46:07 -0700","HKQuantityTypeIdentifierHeartRate","count/min","121"
"2024-09-30 04:46:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","122"
"2024-09-30 04:46:18 -0700","HKQuantityTypeIdentifierHeartRate","count/min","117"
"2024-09-30 04:46:21 -0700","HKQuantityTypeIdentifierHeartRate","count/min","117"
"2024-09-30 04:46:24 -0700","HKQuantityTypeIdentifierHeartRate","count/min","116"
"2024-09-30 04:46:32 -0700","HKQuantityTypeIdentifierHeartRate","count/min","114"
"2024-09-30 04:46:34 -0700","HKQuantityTypeIdentifierHeartRate","count/min","114"
"2024-09-30 04:46:43 -0700","HKQuantityTypeIdentifierHeartRate","count/min","117"
"2024-09-30 04:46:47 -0700","HKQuantityTypeIdentifierHeartRate","count/min","122"
"2024-09-30 04:46:49 -0700","HKQuantityTypeIdentifierHeartRate","count/min","120"
"2024-09-30 04:46:55 -0700","HKQuantityTypeIdentifierHeartRate","count/min","117"
"2024-09-30 04:47:03 -0700","HKQuantityTypeIdentifierHeartRate","count/min","119"
"2024-09-30 04:47:08 -0700","HKQuantityTypeIdentifierHeartRate","count/min","117"
"2024-09-30 04:47:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","117"
"2024-09-30 04:47:15 -0700","HKQuantityTypeIdentifierHeartRate","count/min","118"
"2024-09-30 04:47:22 -0700","HKQuantityTypeIdentifierHeartRate","count/min","118"
"2024-09-30 04:47:27 -0700","HKQuantityTypeIdentifierHeartRate","count/min","117"
"2024-09-30 04:47:29 -0700","HKQuantityTypeIdentifierHeartRate","count/min","116"
"2024-09-30 04:47:38 -0700","HKQuantityTypeIdentifierHeartRate","count/min","118"
"2024-09-30 04:47:41 -0700","HKQuantityTypeIdentifierHeartRate","count/min","120"
"2024-09-30 04:47:48 -0700","HKQuantityTypeIdentifierHeartRate","count/min","112"
"2024-09-30 04:47:50 -0700","HKQuantityTypeIdentifierHeartRate","count/min","109"
"2024-09-30 04:47:54 -0700","HKQuantityTypeIdentifierHeartRate","count/min","103"
"2024-09-30 04:47:59 -0700","HKQuantityTypeIdentifierHeartRate","count/min","106"
"2024-09-30 04:48:04 -0700","HKQuantityTypeIdentifierHeartRate","count/min","108"
"2024-09-30 04:48:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","107"
"2024-09-30 04:48:18 -0700","HKQuantityTypeIdentifierHeartRate","count/min","109"
"2024-09-30 04:48:23 -0700","HKQuantityTypeIdentifierHeartRate","count/min","110"
"2024-09-30 04:48:28 -0700","HKQuantityTypeIdentifierHeartRate","count/min","113"
"2024-09-30 04:48:29 -0700","HKQuantityTypeIdentifierHeartRate","count/min","113"
"2024-09-30 04:48:38 -0700","HKQuantityTypeIdentifierHeartRate","count/min","115"
"2024-09-30 04:48:40 -0700","HKQuantityTypeIdentifierHeartRate","count/min","116"
"2024-09-30 04:48:44 -0700","HKQuantityTypeIdentifierHeartRate","count/min","116"
"2024-09-30 04:48:53 -0700","HKQuantityTypeIdentifierHeartRate","count/min","115"
"2024-09-30 04:48:56 -0700","HKQuantityTypeIdentifierHeartRate","count/min","115"
"2024-09-30 04:48:59 -0700","HKQuantityTypeIdentifierHeartRate","count/min","115"
"2024-09-30 04:49:08 -0700","HKQuantityTypeIdentifierHeartRate","count/min","119"
"2024-09-30 04:49:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","119"
"2024-09-30 04:49:14 -0700","HKQuantityTypeIdentifierHeartRate","count/min","117"
"2024-09-30 04:49:19 -0700","HKQuantityTypeIdentifierHeartRate","count/min","118"
"2024-09-30 04:49:26 -0700","HKQuantityTypeIdentifierHeartRate","count/min","117"
"2024-09-30 04:49:33 -0700","HKQuantityTypeIdentifierHeartRate","count/min","117"
"2024-09-30 04:49:34 -0700","HKQuantityTypeIdentifierHeartRate","count/min","117"
"2024-09-30 04:54:01 -0700","HKQuantityTypeIdentifierHeartRate","count/min","88"
"2024-09-30 04:55:43 -0700","HKQuantityTypeIdentifierHeartRate","count/min","79"
"2024-09-30 05:00:13 -0700","HKQuantityTypeIdentifierHeartRate","count/min","69"
"2024-09-30 05:05:32 -0700","HKQuantityTypeIdentifierHeartRate","count/min","67"
"2024-09-30 05:23:21 -0700","HKQuantityTypeIdentifierHeartRate","count/min","79"
"2024-09-30 05:28:13 -0700","HKQuantityTypeIdentifierHeartRate","count/min","84"
"2024-09-30 05:32:45 -0700","HKQuantityTypeIdentifierHeartRate","count/min","126"
"2024-09-30 05:33:39 -0700","HKQuantityTypeIdentifierHeartRate","count/min","112"
"2024-09-30 05:33:19 -0700","HKQuantityTypeIdentifierHeartRate","count/min","95"
"2024-09-30 05:37:58 -0700","HKQuantityTypeIdentifierHeartRate","count/min","113"
"2024-09-30 05:38:02 -0700","HKQuantityTypeIdentifierHeartRate","count/min","115"
"2024-09-30 05:38:30 -0700","HKQuantityTypeIdentifierHeartRate","count/min","106"
"2024-09-30 05:42:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","105"
"2024-09-30 05:43:55 -0700","HKQuantityTypeIdentifierHeartRate","count/min","79"
"2024-09-30 05:46:42 -0700","HKQuantityTypeIdentifierHeartRate","count/min","88"
"2024-09-30 05:53:57 -0700","HKQuantityTypeIdentifierHeartRate","count/min","81"
"2024-09-30 05:59:24 -0700","HKQuantityTypeIdentifierHeartRate","count/min","76"
"2024-09-30 06:04:13 -0700","HKQuantityTypeIdentifierHeartRate","count/min","73"
"2024-09-30 06:05:34 -0700","HKQuantityTypeIdentifierHeartRate","count/min","74"
"2024-09-30 06:11:31 -0700","HKQuantityTypeIdentifierHeartRate","count/min","78"
"2024-09-30 06:19:40 -0700","HKQuantityTypeIdentifierHeartRate","count/min","74"
"2024-09-30 06:23:05 -0700","HKQuantityTypeIdentifierHeartRate","count/min","73"
"2024-09-30 06:27:43 -0700","HKQuantityTypeIdentifierHeartRate","count/min","71"
"2024-09-30 06:30:51 -0700","HKQuantityTypeIdentifierHeartRate","count/min","74"
"2024-09-30 06:35:32 -0700","HKQuantityTypeIdentifierHeartRate","count/min","69"
"2024-09-30 06:44:50 -0700","HKQuantityTypeIdentifierHeartRate","count/min","73"
"2024-09-30 06:49:27 -0700","HKQuantityTypeIdentifierHeartRate","count/min","80"
"2024-09-30 06:53:31 -0700","HKQuantityTypeIdentifierHeartRate","count/min","73"
"2024-09-30 06:54:56 -0700","HKQuantityTypeIdentifierHeartRate","count/min","78.0897"
"2024-09-30 06:55:07 -0700","HKQuantityTypeIdentifierHeartRate","count/min","75"
"2024-09-30 07:01:56 -0700","HKQuantityTypeIdentifierHeartRate","count/min","72"
"2024-09-30 07:11:47 -0700","HKQuantityTypeIdentifierHeartRate","count/min","72"
"2024-09-30 07:17:56 -0700","HKQuantityTypeIdentifierHeartRate","count/min","69"
"2024-09-30 07:24:57 -0700","HKQuantityTypeIdentifierHeartRate","count/min","74"
"2024-09-30 07:29:04 -0700","HKQuantityTypeIdentifierHeartRate","count/min","69"
"2024-09-30 07:30:34 -0700","HKQuantityTypeIdentifierHeartRate","count/min","71"
"2024-09-30 07:36:19 -0700","HKQuantityTypeIdentifierHeartRate","count/min","71"
"2024-09-30 07:43:19 -0700","HKQuantityTypeIdentifierHeartRate","count/min","71"
"2024-09-30 07:49:17 -0700","HKQuantityTypeIdentifierHeartRate","count/min","71"
"2024-09-30 07:52:59 -0700","HKQuantityTypeIdentifierHeartRate","count/min","69"
"2024-09-30 07:55:43 -0700","HKQuantityTypeIdentifierHeartRate","count/min","70"
"2024-09-30 08:03:56 -0700","HKQuantityTypeIdentifierHeartRate","count/min","73"
"2024-09-30 08:06:43 -0700","HKQuantityTypeIdentifierHeartRate","count/min","72"
"2024-09-30 08:14:54 -0700","HKQuantityTypeIdentifierHeartRate","count/min","69"
"2024-09-30 08:16:18 -0700","HKQuantityTypeIdentifierHeartRate","count/min","68"
"2024-09-30 08:23:25 -0700","HKQuantityTypeIdentifierHeartRate","count/min","72"
"2024-09-30 08:27:53 -0700","HKQuantityTypeIdentifierHeartRate","count/min","67"
"2024-09-30 08:32:05 -0700","HKQuantityTypeIdentifierHeartRate","count/min","67"
"2024-09-30 08:36:18 -0700","HKQuantityTypeIdentifierHeartRate","count/min","73"
"2024-09-30 08:43:19 -0700","HKQuantityTypeIdentifierHeartRate","count/min","67"
"2024-09-30 08:48:54 -0700","HKQuantityTypeIdentifierHeartRate","count/min","67"
"2024-09-30 08:51:33 -0700","HKQuantityTypeIdentifierHeartRate","count/min","66"
"2024-09-30 08:58:38 -0700","HKQuantityTypeIdentifierHeartRate","count/min","71"
"2024-09-30 09:04:07 -0700","HKQuantityTypeIdentifierHeartRate","count/min","67"
"2024-09-30 09:08:01 -0700","HKQuantityTypeIdentifierHeartRate","count/min","70"
"2024-09-30 09:13:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","70"
"2024-09-30 09:15:40 -0700","HKQuantityTypeIdentifierHeartRate","count/min","70"
"2024-09-30 09:20:38 -0700","HKQuantityTypeIdentifierHeartRate","count/min","72"
"2024-09-30 09:28:08 -0700","HKQuantityTypeIdentifierHeartRate","count/min","71"
"2024-09-30 09:30:24 -0700","HKQuantityTypeIdentifierHeartRate","count/min","70"
"2024-09-30 09:36:53 -0700","HKQuantityTypeIdentifierHeartRate","count/min","72"
"2024-09-30 09:40:07 -0700","HKQuantityTypeIdentifierHeartRate","count/min","73"
"2024-09-30 09:45:14 -0700","HKQuantityTypeIdentifierHeartRate","count/min","75"
"2024-09-30 09:51:11 -0700","HKQuantityTypeIdentifierHeartRate","count/min","71"
"2024-09-30 09:58:37 -0700","HKQuantityTypeIdentifierHeartRate","count/min","73"
"2024-09-30 10:02:28 -0700","HKQuantityTypeIdentifierHeartRate","count/min","70"
"2024-09-30 10:09:57 -0700","HKQuantityTypeIdentifierHeartRate","count/min","73"
"2024-09-30 10:11:48 -0700","HKQuantityTypeIdentifierHeartRate","count/min","73"
"2024-09-30 10:19:18 -0700","HKQuantityTypeIdentifierHeartRate","count/min","72"
"2024-09-30 10:24:14 -0700","HKQuantityTypeIdentifierHeartRate","count/min","71"
"2024-09-30 10:26:20 -0700","HKQuantityTypeIdentifierHeartRate","count/min","74"
"2024-09-30 10:32:18 -0700","HKQuantityTypeIdentifierHeartRate","count/min","72"
"2024-09-30 10:36:34 -0700","HKQuantityTypeIdentifierHeartRate","count/min","72"
"2024-09-30 10:43:25 -0700","HKQuantityTypeIdentifierHeartRate","count/min","72"
"2024-09-30 10:45:24 -0700","HKQuantityTypeIdentifierHeartRate","count/min","75"
"2024-09-30 10:51:15 -0700","HKQuantityTypeIdentifierHeartRate","count/min","76"
"2024-09-30 11:03:53 -0700","HKQuantityTypeIdentifierHeartRate","count/min","101"
"2024-09-30 11:03:59 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-09-30 11:04:01 -0700","HKQuantityTypeIdentifierHeartRate","count/min","102"
"2024-09-30 11:04:09 -0700","HKQuantityTypeIdentifierHeartRate","count/min","103"
"2024-09-30 11:04:10 -0700","HKQuantityTypeIdentifierHeartRate","count/min","103"
"2024-09-30 11:04:19 -0700","HKQuantityTypeIdentifierHeartRate","count/min","97"
"2024-09-30 11:04:24 -0700","HKQuantityTypeIdentifierHeartRate","count/min","99"
"2024-09-30 11:04:26 -0700","HKQuantityTypeIdentifierHeartRate","count/min","100"
"2024-09-30 11:04:40 -0700","HKQuantityTypeIdentifierHeartRate","count/min","103"
"2024-09-30 11:07:17 -0700","HKQuantityTypeIdentifierHeartRate","count/min","104"
"2024-09-30 11:07:26 -0700","HKQuantityTypeIdentifierHeartRate","count/min","107"
"2024-09-30 11:07:28 -0700","HKQuantityTypeIdentifierHeartRate","count/min","105"
"2024-09-30 11:07:35 -0700","HKQuantityTypeIdentifierHeartRate","count/min","106"
"2024-09-30 11:07:37 -0700","HKQuantityTypeIdentifierHeartRate","count/min","105"
"2024-09-30 11:07:46 -0700","HKQuantityTypeIdentifierHeartRate","count/min","104"
"2024-09-30 11:07:51 -0700","HKQuantityTypeIdentifierHeartRate","count/min","106"
"2024-09-30 11:07:52 -0700","HKQuantityTypeIdentifierHeartRate","count/min","105"
"2024-09-30 11:08:01 -0700","HKQuantityTypeIdentifierHeartRate","count/min","103"
"2024-09-30 11:11:50 -0700","HKQuantityTypeIdentifierHeartRate","count/min","88"
"2024-09-30 11:11:56 -0700","HKQuantityTypeIdentifierHeartRate","count/min","88"
"2024-09-30 11:11:57 -0700","HKQuantityTypeIdentifierHeartRate","count/min","87"
"2024-09-30 11:12:02 -0700","HKQuantityTypeIdentifierHeartRate","count/min","86"
"2024-09-30 11:12:11 -0700","HKQuantityTypeIdentifierHeartRate","count/min","79"
"2024-09-30 11:12:16 -0700","HKQuantityTypeIdentifierHeartRate","count/min","77"
"2024-09-30 11:12:17 -0700","HKQuantityTypeIdentifierHeartRate","count/min","77"
"2024-09-30 11:12:22 -0700","HKQuantityTypeIdentifierHeartRate","count/min","79"
"2024-09-30 11:12:31 -0700","HKQuantityTypeIdentifierHeartRate","count/min","81"
"2024-09-30 11:12:36 -0700","HKQuantityTypeIdentifierHeartRate","count/min","79"
"2024-09-30 11:12:37 -0700","HKQuantityTypeIdentifierHeartRate","count/min","78"
"2024-09-30 11:12:42 -0700","HKQuantityTypeIdentifierHeartRate","count/min","80"
"2024-09-30 11:12:47 -0700","HKQuantityTypeIdentifierHeartRate","count/min","81"
"2024-09-30 11:12:54 -0700","HKQuantityTypeIdentifierHeartRate","count/min","87"
"2024-09-30 11:13:00 -0700","HKQuantityTypeIdentifierHeartRate","count/min","92"
"2024-09-30 11:13:06 -0700","HKQuantityTypeIdentifierHeartRate","count/min","87"
"2024-09-30 11:13:07 -0700","HKQuantityTypeIdentifierHeartRate","count/min","85"
"2024-09-30 11:13:13 -0700","HKQuantityTypeIdentifierHeartRate","count/min","83"
"2024-09-30 11:13:17 -0700","HKQuantityTypeIdentifierHeartRate","count/min","85"
"2024-09-30 11:13:26 -0700","HKQuantityTypeIdentifierHeartRate","count/min","86"
"2024-09-30 11:13:31 -0700","HKQuantityTypeIdentifierHeartRate","count/min","83"
"2024-09-30 11:13:32 -0700","HKQuantityTypeIdentifierHeartRate","count/min","83"
"2024-09-30 11:13:37 -0700","HKQuantityTypeIdentifierHeartRate","count/min","84"
"2024-09-30 11:13:42 -0700","HKQuantityTypeIdentifierHeartRate","count/min","87"
"2024-09-30 11:13:47 -0700","HKQuantityTypeIdentifierHeartRate","count/min","87"
"2024-09-30 11:13:53 -0700","HKQuantityTypeIdentifierHeartRate","count/min","87"
"2024-09-30 11:14:01 -0700","HKQuantityTypeIdentifierHeartRate","count/min","85"
"2024-09-30 11:14:03 -0700","HKQuantityTypeIdentifierHeartRate","count/min","84"
"2024-09-30 11:14:11 -0700","HKQuantityTypeIdentifierHeartRate","count/min","86"
"2024-09-30 11:14:14 -0700","HKQuantityTypeIdentifierHeartRate","count/min","88"
"2024-09-30 11:14:17 -0700","HKQuantityTypeIdentifierHeartRate","count/min","90"
"2024-09-30 11:14:26 -0700","HKQuantityTypeIdentifierHeartRate","count/min","86"
"2024-09-30 11:14:31 -0700","HKQuantityTypeIdentifierHeartRate","count/min","87"
"2024-09-30 11:14:32 -0700","HKQuantityTypeIdentifierHeartRate","count/min","87"
"2024-09-30 11:14:39 -0700","HKQuantityTypeIdentifierHeartRate","count/min","87"
"2024-09-30 11:14:42 -0700","HKQuantityTypeIdentifierHeartRate","count/min","86"
